urn:cts:TraveLab:BT:en:Adler:token:1.1	These
urn:cts:TraveLab:BT:en:Adler:token:263.3	of
urn:cts:TraveLab:BT:en:Adler:token:263.4	his
urn:cts:TraveLab:BT:en:Adler:token:263.5	grave
urn:cts:TraveLab:BT:en:Adler:token:263.6	is
urn:cts:TraveLab:BT:en:Adler:token:263.7	eighteen
urn:cts:TraveLab:BT:en:Adler:token:263.8	cubits
urn:cts:TraveLab:BT:en:Adler:token:263.9	;
urn:cts:TraveLab:BT:en:Adler:token:263.10	five
urn:cts:TraveLab:BT:en:Adler:token:263.11	of
urn:cts:TraveLab:BT:en:Adler:token:263.12	the
urn:cts:TraveLab:BT:en:Adler:token:263.13	Amoraim
	63
urn:cts:TraveLab:BT:en:Adler:token:263.15	are
urn:cts:TraveLab:BT:en:Adler:token:263.16	buried
urn:cts:TraveLab:BT:en:Adler:token:263.17	there
urn:cts:TraveLab:BT:en:Adler:token:263.18	.
urn:cts:TraveLab:BT:en:Adler:token:264.1	The
urn:cts:TraveLab:BT:en:Adler:token:264.2	mill
urn:cts:TraveLab:BT:en:Adler:token:264.3	which
urn:cts:TraveLab:BT:en:Adler:token:264.4	Raba
	64
urn:cts:TraveLab:BT:en:Adler:token:264.6	had
urn:cts:TraveLab:BT:en:Adler:token:264.7	erected
urn:cts:TraveLab:BT:en:Adler:token:264.8	for
urn:cts:TraveLab:BT:en:Adler:token:264.9	the
urn:cts:TraveLab:BT:en:Adler:token:264.10	disciples
urn:cts:TraveLab:BT:en:Adler:token:264.11	is
urn:cts:TraveLab:BT:en:Adler:token:264.12	there
urn:cts:TraveLab:BT:en:Adler:token:264.13	,
urn:cts:TraveLab:BT:en:Adler:token:264.14	but
urn:cts:TraveLab:BT:en:Adler:token:264.15	it
urn:cts:TraveLab:BT:en:Adler:token:264.16	has
urn:cts:TraveLab:BT:en:Adler:token:264.17	no
urn:cts:TraveLab:BT:en:Adler:token:264.18	water
urn:cts:TraveLab:BT:en:Adler:token:264.19	.
urn:cts:TraveLab:BT:en:Adler:token:265.1	In
urn:cts:TraveLab:BT:en:Adler:token:265.2	his
urn:cts:TraveLab:BT:en:Adler:token:265.3	days
urn:cts:TraveLab:BT:en:Adler:token:265.4	they
urn:cts:TraveLab:BT:en:Adler:token:265.5	ground
urn:cts:TraveLab:BT:en:Adler:token:265.6	in
urn:cts:TraveLab:BT:en:Adler:token:265.7	it
urn:cts:TraveLab:BT:en:Adler:token:265.8	.
urn:cts:TraveLab:BT:en:Adler:token:266.1	There
urn:cts:TraveLab:BT:en:Adler:token:266.2	is
urn:cts:TraveLab:BT:en:Adler:token:266.3	a
urn:cts:TraveLab:BT:en:Adler:token:266.4	beautiful
urn:cts:TraveLab:BT:en:Adler:token:266.5	house
urn:cts:TraveLab:BT:en:Adler:token:266.6	over
urn:cts:TraveLab:BT:en:Adler:token:266.7	it
urn:cts:TraveLab:BT:en:Adler:token:266.8	.
urn:cts:TraveLab:BT:en:Adler:token:267.1	They
urn:cts:TraveLab:BT:en:Adler:token:267.2	have
urn:cts:TraveLab:BT:en:Adler:token:267.3	a
urn:cts:TraveLab:BT:en:Adler:token:267.4	tradition
urn:cts:TraveLab:BT:en:Adler:token:267.5	whereby
urn:cts:TraveLab:BT:en:Adler:token:267.6	they
urn:cts:TraveLab:BT:en:Adler:token:267.7	know
urn:cts:TraveLab:BT:en:Adler:token:267.8	graves
urn:cts:TraveLab:BT:en:Adler:token:267.9	of
urn:cts:TraveLab:BT:en:Adler:token:267.10	prophets
urn:cts:TraveLab:BT:en:Adler:token:267.11	and
urn:cts:TraveLab:BT:en:Adler:token:267.12	Amoraim
urn:cts:TraveLab:BT:en:Adler:token:267.13	,
urn:cts:TraveLab:BT:en:Adler:token:267.14	550
urn:cts:TraveLab:BT:en:Adler:token:267.15	in
urn:cts:TraveLab:BT:en:Adler:token:267.16	number
urn:cts:TraveLab:BT:en:Adler:token:267.17	,
urn:cts:TraveLab:BT:en:Adler:token:267.18	like
urn:cts:TraveLab:BT:en:Adler:token:267.19	the
urn:cts:TraveLab:BT:en:Adler:token:267.20	number
urn:cts:TraveLab:BT:en:Adler:token:267.21	of
urn:cts:TraveLab:BT:en:Adler:token:267.22	Sarim
urn:cts:TraveLab:BT:en:Adler:token:267.23	.
urn:cts:TraveLab:BT:en:Adler:token:267.24	65
urn:cts:TraveLab:BT:en:Adler:token:268.1	Where
urn:cts:TraveLab:BT:en:Adler:token:268.2	there
urn:cts:TraveLab:BT:en:Adler:token:268.3	exists
urn:cts:TraveLab:BT:en:Adler:token:268.4	a
urn:cts:TraveLab:BT:en:Adler:token:268.5	congregation
urn:cts:TraveLab:BT:en:Adler:token:268.6	near
urn:cts:TraveLab:BT:en:Adler:token:268.7	the
urn:cts:TraveLab:BT:en:Adler:token:268.8	grave
urn:cts:TraveLab:BT:en:Adler:token:268.9	of
urn:cts:TraveLab:BT:en:Adler:token:268.10	a
urn:cts:TraveLab:BT:en:Adler:token:268.11	righteous
urn:cts:TraveLab:BT:en:Adler:token:268.12	man
urn:cts:TraveLab:BT:en:Adler:token:268.13	they
urn:cts:TraveLab:BT:en:Adler:token:268.14	spread
urn:cts:TraveLab:BT:en:Adler:token:268.15	a
urn:cts:TraveLab:BT:en:Adler:token:268.16	costly
urn:cts:TraveLab:BT:en:Adler:token:268.17	cloth
urn:cts:TraveLab:BT:en:Adler:token:268.18	over
urn:cts:TraveLab:BT:en:Adler:token:268.19	the
urn:cts:TraveLab:BT:en:Adler:token:268.20	grave
urn:cts:TraveLab:BT:en:Adler:token:268.21	,
urn:cts:TraveLab:BT:en:Adler:token:268.22	and
urn:cts:TraveLab:BT:en:Adler:token:268.23	when
urn:cts:TraveLab:BT:en:Adler:token:268.24	they
urn:cts:TraveLab:BT:en:Adler:token:268.25	remove
urn:cts:TraveLab:BT:en:Adler:token:268.26	thence
urn:cts:TraveLab:BT:en:Adler:token:268.27	they
urn:cts:TraveLab:BT:en:Adler:token:268.28	spread
urn:cts:TraveLab:BT:en:Adler:token:268.29	a
urn:cts:TraveLab:BT:en:Adler:token:268.30	mat
urn:cts:TraveLab:BT:en:Adler:token:268.31	over
urn:cts:TraveLab:BT:en:Adler:token:268.32	the
urn:cts:TraveLab:BT:en:Adler:token:268.33	grave
urn:cts:TraveLab:BT:en:Adler:token:268.34	,
urn:cts:TraveLab:BT:en:Adler:token:268.35	on
urn:cts:TraveLab:BT:en:Adler:token:268.36	which
urn:cts:TraveLab:BT:en:Adler:token:268.37	there
urn:cts:TraveLab:BT:en:Adler:token:268.38	is
urn:cts:TraveLab:BT:en:Adler:token:268.39	no
urn:cts:TraveLab:BT:en:Adler:token:268.40	building
urn:cts:TraveLab:BT:en:Adler:token:268.41	.
urn:cts:TraveLab:BT:en:Adler:token:269.1	Underneath
urn:cts:TraveLab:BT:en:Adler:token:269.2	most
urn:cts:TraveLab:BT:en:Adler:token:269.3	of
urn:cts:TraveLab:BT:en:Adler:token:269.4	the
urn:cts:TraveLab:BT:en:Adler:token:269.5	cloths
urn:cts:TraveLab:BT:en:Adler:token:269.6	or
urn:cts:TraveLab:BT:en:Adler:token:269.7	mats
urn:cts:TraveLab:BT:en:Adler:token:269.8	covering
urn:cts:TraveLab:BT:en:Adler:token:269.9	the
urn:cts:TraveLab:BT:en:Adler:token:269.10	graves
urn:cts:TraveLab:BT:en:Adler:token:269.11	a
urn:cts:TraveLab:BT:en:Adler:token:269.12	serpent
urn:cts:TraveLab:BT:en:Adler:token:269.13	is
urn:cts:TraveLab:BT:en:Adler:token:269.14	coiled
urn:cts:TraveLab:BT:en:Adler:token:269.15	,
urn:cts:TraveLab:BT:en:Adler:token:269.16	which
urn:cts:TraveLab:BT:en:Adler:token:269.17	guards
urn:cts:TraveLab:BT:en:Adler:token:269.18	the
urn:cts:TraveLab:BT:en:Adler:token:269.19	grave
urn:cts:TraveLab:BT:en:Adler:token:269.20	.
urn:cts:TraveLab:BT:en:Adler:token:269.21	66
urn:cts:TraveLab:BT:en:Adler:token:270.1	Therefore
urn:cts:TraveLab:BT:en:Adler:token:270.2	they
urn:cts:TraveLab:BT:en:Adler:token:270.3	say
urn:cts:TraveLab:BT:en:Adler:token:270.4	to
urn:cts:TraveLab:BT:en:Adler:token:270.5	everyone
urn:cts:TraveLab:BT:en:Adler:token:270.6	,
urn:cts:TraveLab:BT:en:Adler:token:270.7	When
urn:cts:TraveLab:BT:en:Adler:token:270.8	thou
urn:cts:TraveLab:BT:en:Adler:token:270.9	raisest
urn:cts:TraveLab:BT:en:Adler:token:270.10	the
urn:cts:TraveLab:BT:en:Adler:token:270.11	mat
urn:cts:TraveLab:BT:en:Adler:token:270.12	beware
urn:cts:TraveLab:BT:en:Adler:token:270.13	of
urn:cts:TraveLab:BT:en:Adler:token:270.14	the
urn:cts:TraveLab:BT:en:Adler:token:270.15	serpent
urn:cts:TraveLab:BT:en:Adler:token:270.16	.
urn:cts:TraveLab:BT:en:Adler:token:271.1	The
urn:cts:TraveLab:BT:en:Adler:token:271.2	head
urn:cts:TraveLab:BT:en:Adler:token:271.3	of
urn:cts:TraveLab:BT:en:Adler:token:271.4	the
urn:cts:TraveLab:BT:en:Adler:token:271.5	academy
urn:cts:TraveLab:BT:en:Adler:token:271.6	wrote
urn:cts:TraveLab:BT:en:Adler:token:271.7	down
urn:cts:TraveLab:BT:en:Adler:token:271.8	for
urn:cts:TraveLab:BT:en:Adler:token:271.9	him
urn:cts:TraveLab:BT:en:Adler:token:271.10	who
urn:cts:TraveLab:BT:en:Adler:token:271.11	the
urn:cts:TraveLab:BT:en:Adler:token:271.12	Amoraim
urn:cts:TraveLab:BT:en:Adler:token:271.13	buried
urn:cts:TraveLab:BT:en:Adler:token:271.14	there
urn:cts:TraveLab:BT:en:Adler:token:271.15	are
urn:cts:TraveLab:BT:en:Adler:token:271.16	.
urn:cts:TraveLab:BT:en:Adler:token:272.1	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:272.2	Petachia
urn:cts:TraveLab:BT:en:Adler:token:272.3	,
urn:cts:TraveLab:BT:en:Adler:token:272.4	however
urn:cts:TraveLab:BT:en:Adler:token:272.5	,
urn:cts:TraveLab:BT:en:Adler:token:272.6	forgot
urn:cts:TraveLab:BT:en:Adler:token:272.7	the
urn:cts:TraveLab:BT:en:Adler:token:272.8	list
urn:cts:TraveLab:BT:en:Adler:token:272.9	in
urn:cts:TraveLab:BT:en:Adler:token:272.10	Bohemia
urn:cts:TraveLab:BT:en:Adler:token:272.11	,
urn:cts:TraveLab:BT:en:Adler:token:272.12	for
urn:cts:TraveLab:BT:en:Adler:token:272.13	he
urn:cts:TraveLab:BT:en:Adler:token:272.14	came
urn:cts:TraveLab:BT:en:Adler:token:272.15	from
urn:cts:TraveLab:BT:en:Adler:token:272.16	Bohemia
urn:cts:TraveLab:BT:en:Adler:token:272.17	hither
urn:cts:TraveLab:BT:en:Adler:token:272.18	.
urn:cts:TraveLab:BT:en:Adler:token:272.19	67
urn:cts:TraveLab:BT:en:Adler:token:273.1	He
urn:cts:TraveLab:BT:en:Adler:token:273.2	related
urn:cts:TraveLab:BT:en:Adler:token:273.3	that
urn:cts:TraveLab:BT:en:Adler:token:273.4	ever
urn:cts:TraveLab:BT:en:Adler:token:273.5	since
urn:cts:TraveLab:BT:en:Adler:token:273.6	he
urn:cts:TraveLab:BT:en:Adler:token:273.7	set
urn:cts:TraveLab:BT:en:Adler:token:273.8	out
urn:cts:TraveLab:BT:en:Adler:token:273.9	from
urn:cts:TraveLab:BT:en:Adler:token:273.10	Bohemia
urn:cts:TraveLab:BT:en:Adler:token:273.11	it
urn:cts:TraveLab:BT:en:Adler:token:273.12	was
urn:cts:TraveLab:BT:en:Adler:token:273.13	all
urn:cts:TraveLab:BT:en:Adler:token:273.14	towards
urn:cts:TraveLab:BT:en:Adler:token:273.15	the
urn:cts:TraveLab:BT:en:Adler:token:273.16	east
urn:cts:TraveLab:BT:en:Adler:token:273.17	.
urn:cts:TraveLab:BT:en:Adler:token:274.1	Bohemia
urn:cts:TraveLab:BT:en:Adler:token:274.2	being
urn:cts:TraveLab:BT:en:Adler:token:274.3	to
urn:cts:TraveLab:BT:en:Adler:token:274.4	the
urn:cts:TraveLab:BT:en:Adler:token:274.5	east
urn:cts:TraveLab:BT:en:Adler:token:274.6	of
urn:cts:TraveLab:BT:en:Adler:token:274.7	Ratisbon
urn:cts:TraveLab:BT:en:Adler:token:274.8	,
urn:cts:TraveLab:BT:en:Adler:token:274.9	Russia
urn:cts:TraveLab:BT:en:Adler:token:274.10	to
urn:cts:TraveLab:BT:en:Adler:token:274.11	the
urn:cts:TraveLab:BT:en:Adler:token:274.12	east
urn:cts:TraveLab:BT:en:Adler:token:274.13	of
urn:cts:TraveLab:BT:en:Adler:token:274.14	Poland
urn:cts:TraveLab:BT:en:Adler:token:274.15	.
urn:cts:TraveLab:BT:en:Adler:token:275.1	From
urn:cts:TraveLab:BT:en:Adler:token:275.2	thence
urn:cts:TraveLab:BT:en:Adler:token:275.3	he
urn:cts:TraveLab:BT:en:Adler:token:275.4	turned
urn:cts:TraveLab:BT:en:Adler:token:275.5	to
urn:cts:TraveLab:BT:en:Adler:token:275.6	the
urn:cts:TraveLab:BT:en:Adler:token:275.7	east
urn:cts:TraveLab:BT:en:Adler:token:275.8	,
urn:cts:TraveLab:BT:en:Adler:token:275.9	and
urn:cts:TraveLab:BT:en:Adler:token:275.10	came
urn:cts:TraveLab:BT:en:Adler:token:275.11	in
urn:cts:TraveLab:BT:en:Adler:token:275.12	six
urn:cts:TraveLab:BT:en:Adler:token:275.13	days
urn:cts:TraveLab:BT:en:Adler:token:275.14	to
urn:cts:TraveLab:BT:en:Adler:token:275.15	the
urn:cts:TraveLab:BT:en:Adler:token:275.16	grave
urn:cts:TraveLab:BT:en:Adler:token:275.17	of
urn:cts:TraveLab:BT:en:Adler:token:275.18	our
urn:cts:TraveLab:BT:en:Adler:token:275.19	lord
urn:cts:TraveLab:BT:en:Adler:token:275.20	Ezra
urn:cts:TraveLab:BT:en:Adler:token:275.21	,
urn:cts:TraveLab:BT:en:Adler:token:275.22	the
urn:cts:TraveLab:BT:en:Adler:token:275.23	scribe
urn:cts:TraveLab:BT:en:Adler:token:275.24	.
urn:cts:TraveLab:BT:en:Adler:token:276.1	They
urn:cts:TraveLab:BT:en:Adler:token:276.2	said
urn:cts:TraveLab:BT:en:Adler:token:276.3	that
urn:cts:TraveLab:BT:en:Adler:token:276.4	in
urn:cts:TraveLab:BT:en:Adler:token:276.5	the
urn:cts:TraveLab:BT:en:Adler:token:276.6	days
urn:cts:TraveLab:BT:en:Adler:token:276.7	of
urn:cts:TraveLab:BT:en:Adler:token:276.8	old
urn:cts:TraveLab:BT:en:Adler:token:276.9	the
urn:cts:TraveLab:BT:en:Adler:token:276.10	grave
urn:cts:TraveLab:BT:en:Adler:token:276.11	of
urn:cts:TraveLab:BT:en:Adler:token:276.12	Ezra
urn:cts:TraveLab:BT:en:Adler:token:276.13	,
urn:cts:TraveLab:BT:en:Adler:token:276.14	the
urn:cts:TraveLab:BT:en:Adler:token:276.15	scribe
urn:cts:TraveLab:BT:en:Adler:token:276.16	,
urn:cts:TraveLab:BT:en:Adler:token:276.17	was
urn:cts:TraveLab:BT:en:Adler:token:276.18	ruinous
urn:cts:TraveLab:BT:en:Adler:token:276.19	.
urn:cts:TraveLab:BT:en:Adler:token:277.1	Once
urn:cts:TraveLab:BT:en:Adler:token:277.2	a
urn:cts:TraveLab:BT:en:Adler:token:277.3	shepherd
urn:cts:TraveLab:BT:en:Adler:token:277.4	came
urn:cts:TraveLab:BT:en:Adler:token:277.5	,
urn:cts:TraveLab:BT:en:Adler:token:277.6	who
urn:cts:TraveLab:BT:en:Adler:token:277.7	saw
urn:cts:TraveLab:BT:en:Adler:token:277.8	a
urn:cts:TraveLab:BT:en:Adler:token:277.9	mound
urn:cts:TraveLab:BT:en:Adler:token:277.10	and
urn:cts:TraveLab:BT:en:Adler:token:277.11	slept
urn:cts:TraveLab:BT:en:Adler:token:277.12	on
urn:cts:TraveLab:BT:en:Adler:token:277.13	it
urn:cts:TraveLab:BT:en:Adler:token:277.14	.
urn:cts:TraveLab:BT:en:Adler:token:278.1	Some
urn:cts:TraveLab:BT:en:Adler:token:278.2	one
urn:cts:TraveLab:BT:en:Adler:token:278.3	then
urn:cts:TraveLab:BT:en:Adler:token:278.4	appeared
urn:cts:TraveLab:BT:en:Adler:token:278.5	to
urn:cts:TraveLab:BT:en:Adler:token:278.6	him
urn:cts:TraveLab:BT:en:Adler:token:278.7	in
urn:cts:TraveLab:BT:en:Adler:token:278.8	a
urn:cts:TraveLab:BT:en:Adler:token:278.9	dream
urn:cts:TraveLab:BT:en:Adler:token:278.10	,
urn:cts:TraveLab:BT:en:Adler:token:278.11	saying
urn:cts:TraveLab:BT:en:Adler:token:278.12	to
urn:cts:TraveLab:BT:en:Adler:token:278.13	him
urn:cts:TraveLab:BT:en:Adler:token:278.14	,
urn:cts:TraveLab:BT:en:Adler:token:278.15	Tell
urn:cts:TraveLab:BT:en:Adler:token:278.16	the
urn:cts:TraveLab:BT:en:Adler:token:278.17	sultan
urn:cts:TraveLab:BT:en:Adler:token:278.18	I
urn:cts:TraveLab:BT:en:Adler:token:278.19	am
urn:cts:TraveLab:BT:en:Adler:token:278.20	Ezra
urn:cts:TraveLab:BT:en:Adler:token:278.21	,
urn:cts:TraveLab:BT:en:Adler:token:278.22	the
urn:cts:TraveLab:BT:en:Adler:token:278.23	scribe
urn:cts:TraveLab:BT:en:Adler:token:278.24	.
urn:cts:TraveLab:BT:en:Adler:token:279.1	Let
urn:cts:TraveLab:BT:en:Adler:token:279.2	him
urn:cts:TraveLab:BT:en:Adler:token:279.3	take
urn:cts:TraveLab:BT:en:Adler:token:279.4	me
urn:cts:TraveLab:BT:en:Adler:token:279.5	up
urn:cts:TraveLab:BT:en:Adler:token:279.6	through
urn:cts:TraveLab:BT:en:Adler:token:279.7	the
urn:cts:TraveLab:BT:en:Adler:token:279.8	instrumentality
urn:cts:TraveLab:BT:en:Adler:token:279.9	of
urn:cts:TraveLab:BT:en:Adler:token:279.10	Jews
urn:cts:TraveLab:BT:en:Adler:token:279.11	,
urn:cts:TraveLab:BT:en:Adler:token:279.12	and
urn:cts:TraveLab:BT:en:Adler:token:279.13	place
urn:cts:TraveLab:BT:en:Adler:token:279.14	me
urn:cts:TraveLab:BT:en:Adler:token:279.15	in
urn:cts:TraveLab:BT:en:Adler:token:279.16	such
urn:cts:TraveLab:BT:en:Adler:token:279.17	and
urn:cts:TraveLab:BT:en:Adler:token:279.18	such
urn:cts:TraveLab:BT:en:Adler:token:279.19	a
urn:cts:TraveLab:BT:en:Adler:token:279.20	spot
urn:cts:TraveLab:BT:en:Adler:token:279.21	;
urn:cts:TraveLab:BT:en:Adler:token:279.22	if
urn:cts:TraveLab:BT:en:Adler:token:279.23	not
urn:cts:TraveLab:BT:en:Adler:token:279.24	all
urn:cts:TraveLab:BT:en:Adler:token:279.25	his
urn:cts:TraveLab:BT:en:Adler:token:279.26	people
urn:cts:TraveLab:BT:en:Adler:token:279.27	will
urn:cts:TraveLab:BT:en:Adler:token:279.28	die
urn:cts:TraveLab:BT:en:Adler:token:279.29	.
urn:cts:TraveLab:BT:en:Adler:token:280.1	However
urn:cts:TraveLab:BT:en:Adler:token:280.2	,
urn:cts:TraveLab:BT:en:Adler:token:280.3	he
urn:cts:TraveLab:BT:en:Adler:token:280.4	did
urn:cts:TraveLab:BT:en:Adler:token:280.5	not
urn:cts:TraveLab:BT:en:Adler:token:280.6	attend
urn:cts:TraveLab:BT:en:Adler:token:280.7	to
urn:cts:TraveLab:BT:en:Adler:token:280.8	the
urn:cts:TraveLab:BT:en:Adler:token:280.9	matter
urn:cts:TraveLab:BT:en:Adler:token:280.10	,
urn:cts:TraveLab:BT:en:Adler:token:280.11	and
urn:cts:TraveLab:BT:en:Adler:token:280.12	so
urn:cts:TraveLab:BT:en:Adler:token:280.13	many
urn:cts:TraveLab:BT:en:Adler:token:280.14	people
urn:cts:TraveLab:BT:en:Adler:token:280.15	died
urn:cts:TraveLab:BT:en:Adler:token:280.16	.
urn:cts:TraveLab:BT:en:Adler:token:281.1	Now
urn:cts:TraveLab:BT:en:Adler:token:281.2	Jews
urn:cts:TraveLab:BT:en:Adler:token:281.3	were
urn:cts:TraveLab:BT:en:Adler:token:281.4	called
urn:cts:TraveLab:BT:en:Adler:token:281.5	upon
urn:cts:TraveLab:BT:en:Adler:token:281.6	,
urn:cts:TraveLab:BT:en:Adler:token:281.7	who
urn:cts:TraveLab:BT:en:Adler:token:281.8	buried
urn:cts:TraveLab:BT:en:Adler:token:281.9	him
urn:cts:TraveLab:BT:en:Adler:token:281.10	with
urn:cts:TraveLab:BT:en:Adler:token:281.11	honour
urn:cts:TraveLab:BT:en:Adler:token:281.12	.
urn:cts:TraveLab:BT:en:Adler:token:282.1	The
urn:cts:TraveLab:BT:en:Adler:token:282.2	grave
urn:cts:TraveLab:BT:en:Adler:token:282.3	was
urn:cts:TraveLab:BT:en:Adler:token:282.4	of
urn:cts:TraveLab:BT:en:Adler:token:282.5	marble
urn:cts:TraveLab:BT:en:Adler:token:282.6	stone
urn:cts:TraveLab:BT:en:Adler:token:282.7	,
urn:cts:TraveLab:BT:en:Adler:token:282.8	and
urn:cts:TraveLab:BT:en:Adler:token:282.9	upon
urn:cts:TraveLab:BT:en:Adler:token:282.10	the
urn:cts:TraveLab:BT:en:Adler:token:282.11	marble
urn:cts:TraveLab:BT:en:Adler:token:282.12	was
urn:cts:TraveLab:BT:en:Adler:token:282.13	a
urn:cts:TraveLab:BT:en:Adler:token:282.14	tablet
urn:cts:TraveLab:BT:en:Adler:token:282.15	,
urn:cts:TraveLab:BT:en:Adler:token:282.16	upon
urn:cts:TraveLab:BT:en:Adler:token:282.17	which
urn:cts:TraveLab:BT:en:Adler:token:282.18	was
urn:cts:TraveLab:BT:en:Adler:token:282.19	engraven
urn:cts:TraveLab:BT:en:Adler:token:282.20	,
urn:cts:TraveLab:BT:en:Adler:token:282.21	“
urn:cts:TraveLab:BT:en:Adler:token:282.22	I
urn:cts:TraveLab:BT:en:Adler:token:282.23	am
urn:cts:TraveLab:BT:en:Adler:token:282.24	Ezra
urn:cts:TraveLab:BT:en:Adler:token:282.25	,
urn:cts:TraveLab:BT:en:Adler:token:282.26	the
urn:cts:TraveLab:BT:en:Adler:token:282.27	scribe
urn:cts:TraveLab:BT:en:Adler:token:282.28	.
urn:cts:TraveLab:BT:en:Adler:token:282.29	”
urn:cts:TraveLab:BT:en:Adler:token:282.30	They
urn:cts:TraveLab:BT:en:Adler:token:282.31	buried
urn:cts:TraveLab:BT:en:Adler:token:282.32	him
urn:cts:TraveLab:BT:en:Adler:token:282.33	on
urn:cts:TraveLab:BT:en:Adler:token:282.34	the
urn:cts:TraveLab:BT:en:Adler:token:282.35	spot
urn:cts:TraveLab:BT:en:Adler:token:282.36	named
urn:cts:TraveLab:BT:en:Adler:token:282.37	to
urn:cts:TraveLab:BT:en:Adler:token:282.38	the
urn:cts:TraveLab:BT:en:Adler:token:282.39	shepherd
urn:cts:TraveLab:BT:en:Adler:token:282.40	,
urn:cts:TraveLab:BT:en:Adler:token:282.41	and
urn:cts:TraveLab:BT:en:Adler:token:282.42	erected
urn:cts:TraveLab:BT:en:Adler:token:282.43	a
urn:cts:TraveLab:BT:en:Adler:token:282.44	fine
urn:cts:TraveLab:BT:en:Adler:token:282.45	structure
urn:cts:TraveLab:BT:en:Adler:token:282.46	over
urn:cts:TraveLab:BT:en:Adler:token:282.47	his
urn:cts:TraveLab:BT:en:Adler:token:282.48	grave
urn:cts:TraveLab:BT:en:Adler:token:282.49	.
urn:cts:TraveLab:BT:en:Adler:token:283.1	In
urn:cts:TraveLab:BT:en:Adler:token:283.2	the
urn:cts:TraveLab:BT:en:Adler:token:283.3	eleventh
urn:cts:TraveLab:BT:en:Adler:token:283.4	hour
urn:cts:TraveLab:BT:en:Adler:token:283.5	a
urn:cts:TraveLab:BT:en:Adler:token:283.6	column
urn:cts:TraveLab:BT:en:Adler:token:283.7	of
urn:cts:TraveLab:BT:en:Adler:token:283.8	fire
urn:cts:TraveLab:BT:en:Adler:token:283.9	ascends
urn:cts:TraveLab:BT:en:Adler:token:283.10	from
urn:cts:TraveLab:BT:en:Adler:token:283.11	his
urn:cts:TraveLab:BT:en:Adler:token:283.12	grave
urn:cts:TraveLab:BT:en:Adler:token:283.13	to
urn:cts:TraveLab:BT:en:Adler:token:283.14	the
urn:cts:TraveLab:BT:en:Adler:token:283.15	sky
urn:cts:TraveLab:BT:en:Adler:token:283.16	.
urn:cts:TraveLab:BT:en:Adler:token:284.1	This
urn:cts:TraveLab:BT:en:Adler:token:284.2	continues
urn:cts:TraveLab:BT:en:Adler:token:284.3	during
urn:cts:TraveLab:BT:en:Adler:token:284.4	the
urn:cts:TraveLab:BT:en:Adler:token:284.5	eleventh
urn:cts:TraveLab:BT:en:Adler:token:284.6	and
urn:cts:TraveLab:BT:en:Adler:token:284.7	twelfth
urn:cts:TraveLab:BT:en:Adler:token:284.8	hour
urn:cts:TraveLab:BT:en:Adler:token:284.9	.
urn:cts:TraveLab:BT:en:Adler:token:285.1	It
urn:cts:TraveLab:BT:en:Adler:token:285.2	is
urn:cts:TraveLab:BT:en:Adler:token:285.3	also
urn:cts:TraveLab:BT:en:Adler:token:285.4	seen
urn:cts:TraveLab:BT:en:Adler:token:285.5	in
urn:cts:TraveLab:BT:en:Adler:token:285.6	the
urn:cts:TraveLab:BT:en:Adler:token:285.7	first
urn:cts:TraveLab:BT:en:Adler:token:285.8	hour
urn:cts:TraveLab:BT:en:Adler:token:285.9	of
urn:cts:TraveLab:BT:en:Adler:token:285.10	the
urn:cts:TraveLab:BT:en:Adler:token:285.11	night
urn:cts:TraveLab:BT:en:Adler:token:285.12	.
urn:cts:TraveLab:BT:en:Adler:token:286.1	People
urn:cts:TraveLab:BT:en:Adler:token:286.2	can
urn:cts:TraveLab:BT:en:Adler:token:286.3	walk
urn:cts:TraveLab:BT:en:Adler:token:286.4	three
urn:cts:TraveLab:BT:en:Adler:token:286.5	or
urn:cts:TraveLab:BT:en:Adler:token:286.6	four
urn:cts:TraveLab:BT:en:Adler:token:286.7	parasangs
urn:cts:TraveLab:BT:en:Adler:token:286.8	by
urn:cts:TraveLab:BT:en:Adler:token:286.9	the
urn:cts:TraveLab:BT:en:Adler:token:286.10	light
urn:cts:TraveLab:BT:en:Adler:token:286.11	of
urn:cts:TraveLab:BT:en:Adler:token:286.12	the
urn:cts:TraveLab:BT:en:Adler:token:286.13	pillar
urn:cts:TraveLab:BT:en:Adler:token:286.14	.
urn:cts:TraveLab:BT:en:Adler:token:287.1	All
urn:cts:TraveLab:BT:en:Adler:token:287.2	the
urn:cts:TraveLab:BT:en:Adler:token:287.3	Ishmaelites
urn:cts:TraveLab:BT:en:Adler:token:287.4	worship
urn:cts:TraveLab:BT:en:Adler:token:287.5	there
urn:cts:TraveLab:BT:en:Adler:token:287.6	.
urn:cts:TraveLab:BT:en:Adler:token:288.1	The
urn:cts:TraveLab:BT:en:Adler:token:288.2	keys
urn:cts:TraveLab:BT:en:Adler:token:288.3	of
urn:cts:TraveLab:BT:en:Adler:token:288.4	the
urn:cts:TraveLab:BT:en:Adler:token:288.5	houses
urn:cts:TraveLab:BT:en:Adler:token:288.6	over
urn:cts:TraveLab:BT:en:Adler:token:288.7	the
urn:cts:TraveLab:BT:en:Adler:token:288.8	graves
urn:cts:TraveLab:BT:en:Adler:token:288.9	are
urn:cts:TraveLab:BT:en:Adler:token:288.10	in
urn:cts:TraveLab:BT:en:Adler:token:288.11	the
